nreads-total	nreads-Pedino	relative_abundance	abundance_percent
421923	1.7727272727272727	4.20154215989001e-06	0.00042015421598900105
517068	2.869565217391304	5.549686341818299e-06	0.0005549686341818299
422274	1.0	2.3681306450314253e-06	0.00023681306450314252
594820	3.6	6.052251101173465e-06	0.0006052251101173465
391399	2.0	5.109875089103447e-06	0.0005109875089103447
494628	1.0	2.021721374447059e-06	0.00020217213744470593
475810	3.0	6.305037725142389e-06	0.0006305037725142389
455862	1.8571428571428572	4.073914599468386e-06	0.0004073914599468386
475662	2.9	6.096766191118904e-06	0.0006096766191118904
329307	3.6	1.0932048210332609e-05	0.0010932048210332609
420236	2.0	4.759230527608296e-06	0.0004759230527608296
240935	1.0	4.1504970220183864e-06	0.00041504970220183863
255643	1.5	5.867557492284162e-06	0.0005867557492284162
256548	1.0	3.8979060448726945e-06	0.0003897906044872695
158174	2.21875	1.4027273761806618e-05	0.0014027273761806618
159777	2.4	1.5020935428753825e-05	0.0015020935428753826
157334	1.0	6.355905271587832e-06	0.0006355905271587832
679234	8.413793103448276	1.2387178944882434e-05	0.0012387178944882435
368205	4.464285714285714	1.2124457066812549e-05	0.001212445706681255
405429	3.4583333333333335	8.53005910611558e-06	0.000853005910611558
362515	4.25	1.1723652814366301e-05	0.0011723652814366302
348832	2.40625	6.8980196770938445e-06	0.0006898019677093845
341251	3.2222222222222223	9.442381772426227e-06	0.0009442381772426227
349628	7.3	2.0879334607068085e-05	0.0020879334607068084
413257	2.4130434782608696	5.839086762621975e-06	0.0005839086762621976
396648	3.5833333333333335	9.034038576605286e-06	0.0009034038576605286
358421	3.1714285714285713	8.848333583770403e-06	0.0008848333583770403
553684	6.463414634146342	1.167347193371371e-05	0.001167347193371371
683347	4.310344827586207	6.3076955449957445e-06	0.0006307695544995745
883095	4.617647058823529	5.22893579832694e-06	0.000522893579832694
890652	6.704225352112676	7.527323075805899e-06	0.0007527323075805899
868438	5.680851063829787	6.54145841594885e-06	0.000654145841594885
805284	5.0	6.2089896235365415e-06	0.0006208989623536542
890360	6.157894736842105	6.916185292288631e-06	0.0006916185292288631
735209	4.526315789473684	6.156502150373137e-06	0.0006156502150373137
624547	7.4324324324324325	1.1900517386893912e-05	0.0011900517386893913
609419	4.657894736842105	7.643172820082907e-06	0.0007643172820082907
672211	6.738095238095238	1.0023780090024172e-05	0.0010023780090024173
665290	6.533333333333333	9.82027887587869e-06	0.000982027887587869
812864	3.8863636363636362	4.781074861678751e-06	0.00047810748616787513
629775	3.4246575342465753	5.437906449520186e-06	0.0005437906449520186
697981	3.2857142857142856	4.707455196795164e-06	0.0004707455196795164
726986	5.746268656716418	7.904235647889254e-06	0.0007904235647889254
586752	3.0357142857142856	5.17376044003989e-06	0.000517376044003989
554805	3.8157894736842106	6.877712842682043e-06	0.0006877712842682042
574552	4.90566037735849	8.53823566423664e-06	0.000853823566423664
654960	4.823529411764706	7.36461678845228e-06	0.000736461678845228
609234	4.36	7.156527705282371e-06	0.0007156527705282371
606506	3.2083333333333335	5.2898624800634015e-06	0.0005289862480063401
664696	3.4150943396226414	5.137828931756234e-06	0.0005137828931756234
596829	4.515151515151516	7.565234791123614e-06	0.0007565234791123614
582400	5.1	8.75686813186813e-06	0.000875686813186813
537487	5.944444444444445	1.1059699014942584e-05	0.0011059699014942584
669176	5.2894736842105265	7.904458145854793e-06	0.0007904458145854793
625331	11.56060606060606	1.8487178887031125e-05	0.0018487178887031126
524607	7.5576923076923075	1.440638860650412e-05	0.001440638860650412
660712	10.176470588235293	1.5402279038726847e-05	0.0015402279038726847
649473	12.538461538461538	1.930559320935826e-05	0.0019305593209358262
561266	7.0212765957446805	1.250971303400648e-05	0.001250971303400648
537827	8.368421052631579	1.5559689365970057e-05	0.0015559689365970057
567916	6.159090909090909	1.0845073759307554e-05	0.0010845073759307555
696174	4.294117647058823	6.168167221210248e-06	0.0006168167221210248
577761	9.11111111111111	1.576968869672946e-05	0.001576968869672946
582950	3.1702127659574466	5.4382241460801895e-06	0.0005438224146080189
640181	3.9523809523809526	6.1738491963693905e-06	0.0006173849196369391
655805	5.1	7.776701915965873e-06	0.0007776701915965873
567148	7.714285714285714	1.3601891771258498e-05	0.0013601891771258497
482187	4.095238095238095	8.493049574621661e-06	0.0008493049574621661
561027	3.3768115942028984	6.018982320285652e-06	0.0006018982320285652
679397	3.4583333333333335	5.090298210520997e-06	0.0005090298210520997
622104	6.38	1.0255519977367129e-05	0.0010255519977367129
561052	10.266666666666667	1.829895743472382e-05	0.0018298957434723818
458587	9.323529411764707	2.033099370842328e-05	0.002033099370842328
531078	4.746835443037975	8.938113503172745e-06	0.0008938113503172745
666189	4.038461538461538	6.062035756311705e-06	0.0006062035756311705
651104	3.76	5.774807096869317e-06	0.0005774807096869317
716404	4.52542372881356	6.316859940499438e-06	0.0006316859940499438
662005	5.05	7.628341175670878e-06	0.0007628341175670878
486421	25.0	5.139580733562079e-05	0.0051395807335620795
601979	8.101694915254237	1.345843445577709e-05	0.001345843445577709
586230	4.5	7.676168056905993e-06	0.0007676168056905992
546309	4.767441860465116	8.726639796278508e-06	0.0008726639796278508
622104	3.3684210526315788	5.414562601480747e-06	0.0005414562601480747
672542	4.886792452830188	7.266152080955819e-06	0.0007266152080955819
458864	4.810344827586207	1.0483160212146099e-05	0.0010483160212146098
468655	6.545454545454546	1.3966466900928286e-05	0.0013966466900928287
626468	5.6521739130434785	9.022286713836107e-06	0.0009022286713836106
556004	5.153846153846154	9.269440784321973e-06	0.0009269440784321972
607608	5.22	8.59106529209622e-06	0.000859106529209622
533927	13.0	2.4347897746321126e-05	0.0024347897746321125
595455	4.54	7.624421660746824e-06	0.0007624421660746824
618452	5.476190476190476	8.854673404226158e-06	0.0008854673404226158
556970	14.586206896551724	2.6188496501699777e-05	0.0026188496501699777
489722	4.90625	1.001843903275736e-05	0.001001843903275736
611551	4.137931034482759	6.766289376491509e-06	0.0006766289376491509
649364	3.8461538461538463	5.922955147119099e-06	0.0005922955147119099
545655	2.872340425531915	5.264022918386004e-06	0.0005264022918386004
554789	3.2222222222222223	5.808013897575876e-06	0.0005808013897575876
553473	2.8181818181818183	5.091814448368427e-06	0.0005091814448368428
656562	2.707317073170732	4.123475122183026e-06	0.0004123475122183026
540050	3.36	6.221646143875567e-06	0.0006221646143875567
519906	3.622950819672131	6.96847280022183e-06	0.000696847280022183
620298	2.619047619047619	4.222240953618453e-06	0.00042222409536184533
599389	5.529411764705882	9.225080481466764e-06	0.0009225080481466764
609277	5.035714285714286	8.26506545580136e-06	0.000826506545580136
522012	3.63265306122449	6.958945505514222e-06	0.0006958945505514221
585525	3.0	5.1236070193416165e-06	0.0005123607019341616
615117	3.357142857142857	5.4577305734402675e-06	0.0005457730573440267
585884	3.1153846153846154	5.3174085917768965e-06	0.0005317408591776897
465548	3.0	6.444018661878045e-06	0.0006444018661878045
561211	1.9333333333333333	3.444931288469637e-06	0.00034449312884696367
630232	3.440677966101695	5.459383157474859e-06	0.0005459383157474859
662722	7.025	1.0600221510678686e-05	0.0010600221510678686
474644	8.044776119402986	1.6949073662372192e-05	0.0016949073662372192
484495	5.948275862068965	1.2277269862576426e-05	0.0012277269862576426
680038	5.935483870967742	8.728165001026035e-06	0.0008728165001026034
498454	2.239130434782609	4.492150599218e-06	0.0004492150599218
523459	3.1176470588235294	5.955857209110034e-06	0.0005955857209110033
592315	6.0	1.0129745152494872e-05	0.0010129745152494872
639521	2.5	3.909175773743161e-06	0.0003909175773743161
455793	9.18918918918919	2.0160882657673964e-05	0.0020160882657673965
549280	6.530612244897959	1.1889404756950844e-05	0.0011889404756950843
581691	4.290322580645161	7.375604196463691e-06	0.0007375604196463691
559715	13.25	2.3672762030676326e-05	0.0023672762030676328
587911	11.46875	1.950762955617432e-05	0.001950762955617432
564572	7.148148148148148	1.2661180767285922e-05	0.0012661180767285921
591666	3.0	5.0704282483698575e-06	0.0005070428248369858
548757	6.536585365853658	1.191162092848685e-05	0.001191162092848685
534955	8.731707317073171	1.6322321161729813e-05	0.0016322321161729813
660145	13.479166666666666	2.041849391674051e-05	0.0020418493916740514
576685	4.714285714285714	8.174802039736969e-06	0.0008174802039736969
533323	4.575	8.578291204392085e-06	0.0008578291204392085
535905	3.0	5.598007109469029e-06	0.000559800710946903
508939	3.0303030303030303	5.954157630488193e-06	0.0005954157630488193
529536	5.754098360655738	1.086630250002972e-05	0.001086630250002972
556710	4.451612903225806	7.996286941541927e-06	0.0007996286941541927
562011	4.916666666666667	8.748345969503563e-06	0.0008748345969503562
541569	4.32	7.976822897913286e-06	0.0007976822897913286
588794	7.576923076923077	1.2868546685127697e-05	0.0012868546685127697
655528	6.478260869565218	9.88250825222602e-06	0.000988250825222602
601661	1.0	1.662065515298482e-06	0.0001662065515298482
496509	3.4285714285714284	6.90535605310564e-06	0.000690535605310564
553636	5.866666666666666	1.0596613418684237e-05	0.0010596613418684237
650897	4.380952380952381	6.730638458853523e-06	0.0006730638458853523
549200	3.0	5.462490895848507e-06	0.0005462490895848507
595689	4.4	7.386404650748965e-06	0.0007386404650748965
487322	4.472727272727273	9.178176385895306e-06	0.0009178176385895306
548241	6.4186046511627906	1.1707633415163753e-05	0.0011707633415163753
612536	3.3666666666666667	5.496275593053578e-06	0.0005496275593053578
594963	4.0	6.723107151200999e-06	0.0006723107151200998
637177	2.5833333333333335	4.054341781535325e-06	0.0004054341781535325
614828	10.666666666666666	1.7349025526922433e-05	0.0017349025526922433
638135	5.0	7.835332649047615e-06	0.0007835332649047615
519319	4.605263157894737	8.867888827280992e-06	0.0008867888827280992
701606	4.888888888888889	6.968140079886559e-06	0.000696814007988656
555580	4.702702702702703	8.464492427198068e-06	0.0008464492427198068
607565	3.238095238095238	5.3296276745619615e-06	0.0005329627674561961
590939	3.3157894736842106	5.611052026832229e-06	0.000561105202683223
521281	6.818181818181818	1.307966685565332e-05	0.001307966685565332
611684	6.0	9.80898633935169e-06	0.0009808986339351691
567209	26.357142857142858	4.646813230598044e-05	0.004646813230598044
525119	5.315789473684211	1.0123018732295367e-05	0.0010123018732295368
618145	3.212121212121212	5.196387922123793e-06	0.0005196387922123792
616007	5.0	8.11679088062311e-06	0.0008116790880623111
588948	2.830769230769231	4.8064841561041564e-06	0.0004806484156104156
560229	2.8974358974358974	5.171877745414638e-06	0.0005171877745414639
583715	3.4558823529411766	5.92049605191091e-06	0.000592049605191091
584639	3.6031746031746033	6.163076023280355e-06	0.0006163076023280355
296457	1.0	3.37317047666272e-06	0.000337317047666272
297575	1.875	6.300932538015626e-06	0.0006300932538015626
226478	1.8387096774193548	8.118712093092286e-06	0.0008118712093092285
228582	2.4210526315789473	1.0591615400945602e-05	0.00105916154009456
260411	2.0	7.680167120436541e-06	0.0007680167120436541
263034	2.769230769230769	1.0528033521258731e-05	0.001052803352125873
239790	2.0	8.340631385795905e-06	0.0008340631385795905
240588	2.111111111111111	8.774798041095612e-06	0.0008774798041095612
256710	4.0	1.5581784893459545e-05	0.0015581784893459545
258989	2.857142857142857	1.1031908139507304e-05	0.0011031908139507304
282022	2.6785714285714284	9.497739284777175e-06	0.0009497739284777176
284066	2.576923076923077	9.0715646255556e-06	0.0009071564625555599
254460	3.0357142857142856	1.1930025488148572e-05	0.0011930025488148571
256626	3.8846153846153846	1.5137263506485643e-05	0.0015137263506485644
263684	2.0	7.5848363950789585e-06	0.0007584836395078959
265654	2.0	7.528589819840845e-06	0.0007528589819840846
164514	2.0	1.2157020071240138e-05	0.0012157020071240138
165528	1.6666666666666667	1.0068789973096194e-05	0.0010068789973096193
251107	2.3636363636363638	9.412865287054379e-06	0.0009412865287054379
251686	2.3461538461538463	9.321749505947277e-06	0.0009321749505947277
332311	1.7777777777777777	5.349740988946432e-06	0.0005349740988946433
335980	1.25	3.7204595511637595e-06	0.00037204595511637596
206722	2.111111111111111	1.0212319497252886e-05	0.0010212319497252887
208579	1.6153846153846154	7.744713587583675e-06	0.0007744713587583675
256193	2.8461538461538463	1.1109413005639679e-05	0.0011109413005639679
256801	2.2666666666666666	8.826549221641141e-06	0.0008826549221641141
279756	2.6666666666666665	9.532116082109648e-06	0.0009532116082109648
282013	1.8235294117647058	6.466118270309191e-06	0.0006466118270309191
306734	1.6666666666666667	5.433589581417993e-06	0.0005433589581417993
308046	2.375	7.709887484336754e-06	0.0007709887484336754
224164	1.1666666666666667	5.204522879082577e-06	0.0005204522879082577
223854	3.0	1.3401592109142566e-05	0.0013401592109142566
251111	2.142857142857143	8.53350567222122e-06	0.0008533505672221219
252809	2.4444444444444446	9.669135372729787e-06	0.0009669135372729787
217008	2.6	1.1981125119811251e-05	0.0011981125119811251
218512	2.0555555555555554	9.407060278408304e-06	0.0009407060278408304
231277	1.8571428571428572	8.029950479913078e-06	0.0008029950479913079
231906	2.1538461538461537	9.287582700948461e-06	0.0009287582700948461
513726	2.1333333333333333	4.152667634757309e-06	0.00041526676347573084
566506	2.8125	4.964642916403356e-06	0.0004964642916403356
771605	1.5	1.9439998444800125e-06	0.00019439998444800125
730935	3.25	4.44635979943497e-06	0.000444635979943497
723794	1.6666666666666667	2.3026809653943894e-06	0.00023026809653943893
665221	1.5	2.2548897283759833e-06	0.00022548897283759833
591602	2.25	3.8032325786593013e-06	0.0003803232578659301
575659	3.0	5.211418565504926e-06	0.0005211418565504926
454139	2.0	4.403938001360817e-06	0.0004403938001360817
648490	1.0	1.5420438248855032e-06	0.00015420438248855032
551484	1.0	1.813289234139159e-06	0.0001813289234139159
675102	3.4	5.036275999774849e-06	0.0005036275999774849
704202	2.0	2.8400941775229265e-06	0.00028400941775229266
710781	1.0	1.4069031108034682e-06	0.00014069031108034682
764715	2.0	2.6153534323244607e-06	0.00026153534323244607
545669	2.888888888888889	5.2942147875156716e-06	0.0005294214787515671
573557	2.0	3.4870117529731135e-06	0.00034870117529731137
443698	1.0	2.2537852322976437e-06	0.00022537852322976438
607459	2.0	3.2924032733073344e-06	0.00032924032733073344
488319	2.888888888888889	5.91598706765227e-06	0.000591598706765227
509309	1.5	2.9451668829728124e-06	0.00029451668829728124
504483	1.4444444444444444	2.8632172827319146e-06	0.00028632172827319145
490168	3.8666666666666667	7.888451850521998e-06	0.0007888451850521998
477402	1.5	3.142006108059874e-06	0.00031420061080598743
533274	1.5	2.812812925437955e-06	0.00028128129254379554
546056	1.0	1.8313140044244547e-06	0.00018313140044244546
553552	2.125	3.8388444084747236e-06	0.0003838844408474724
518911	1.0	1.927112741876738e-06	0.00019271127418767382
459723	2.764705882352941	6.0138515635566225e-06	0.0006013851563556622
468913	3.6041666666666665	7.68621613533143e-06	0.000768621613533143
496221	2.0	4.030462233561256e-06	0.00040304622335612564
436457	2.0	4.582352900743945e-06	0.0004582352900743945
463319	1.25	2.6979251876137178e-06	0.0002697925187613718
477161	1.0	2.095728695346015e-06	0.0002095728695346015
496789	2.0	4.0258540346102675e-06	0.00040258540346102675
588833	1.3333333333333333	2.2643658445320375e-06	0.00022643658445320377
805499	1.0	1.241466469852849e-06	0.0001241466469852849
740626	2.0	2.7004182947938635e-06	0.0002700418294793863
747150	1.0	1.3384193267750785e-06	0.00013384193267750787
330192	1.0	3.0285409701022437e-06	0.00030285409701022437
318017	1.0	3.144485986598201e-06	0.00031444859865982006
465016	1.0	2.1504636399607754e-06	0.00021504636399607754
423027	3.9411764705882355	9.31660738106134e-06	0.000931660738106134
461197	1.0	2.168270825699213e-06	0.0002168270825699213
439133	3.7872340425531914	8.624343974497912e-06	0.0008624343974497912
405145	1.0	2.4682521072702367e-06	0.00024682521072702366
509055	1.3333333333333333	2.6192323684736095e-06	0.00026192323684736096
590884	1.6666666666666667	2.8206325889119807e-06	0.00028206325889119807
427838	1.0	2.337333289703112e-06	0.0002337333289703112
549332	2.0	3.640785535887223e-06	0.00036407855358872233
600544	2.7333333333333334	4.551428926662049e-06	0.0004551428926662049
557931	1.25	2.2404204104091723e-06	0.00022404204104091723
645632	1.0	1.5488699444885012e-06	0.0001548869944488501
519498	2.25	4.3311042583417065e-06	0.00043311042583417067
549556	2.1666666666666665	3.942576674018055e-06	0.00039425766740180555
568359	2.6	4.574573465010671e-06	0.0004574573465010671
491457	1.0	2.0347660120824404e-06	0.00020347660120824404
541250	1.0	1.8475750577367206e-06	0.00018475750577367207
608181	2.0	3.2884947079898913e-06	0.00032884947079898913
427097	1.0	2.34138849020246e-06	0.000234138849020246
556867	1.75	3.1425816218235235e-06	0.00031425816218235233
603956	3.0	4.967249269814357e-06	0.0004967249269814358
509855	15.12	2.965549028645399e-05	0.002965549028645399
487773	2.125	4.356534699542615e-06	0.00043565346995426147
571679	1.0	1.7492333984631235e-06	0.00017492333984631234
568530	1.5	2.63838319877579e-06	0.00026383831987757903
572887	1.0	1.7455449329448915e-06	0.00017455449329448916
451213	3.0	6.648744606205938e-06	0.0006648744606205938
550805	1.8333333333333333	3.3284616757896774e-06	0.0003328461675789677
1127253	11.0	9.758235285246524e-06	0.0009758235285246524
425605	2.0	4.699192913617086e-06	0.00046991929136170864
534683	2.5	4.675667638582113e-06	0.00046756676385821126
468703	8.0	1.706837805603975e-05	0.0017068378056039751
549129	2.3333333333333335	4.249153356193779e-06	0.0004249153356193779
889037	6.0	6.74887546862504e-06	0.0006748875468625041
785917	9.428571428571429	1.1996904798561971e-05	0.001199690479856197
622782	3.0	4.817094906403846e-06	0.0004817094906403846
255739	7.6	2.971779822397053e-05	0.002971779822397053
257729	7.5	2.9100334071835146e-05	0.0029100334071835146
229781	1.0	4.351969919183919e-06	0.0004351969919183919
230923	2.0	8.660895623216397e-06	0.0008660895623216397
284095	1.0	3.519949312729897e-06	0.00035199493127298966
254518	1.0	3.928995198767867e-06	0.00039289951987678674
175482	1.0	5.698590168792241e-06	0.0005698590168792241
509452	1.0	1.9628934619944567e-06	0.00019628934619944567
792372	21.0	2.6502703275734125e-05	0.0026502703275734125
640775	17.307692307692307	2.7010561129401595e-05	0.0027010561129401593
604372	3.0	4.963830223769467e-06	0.0004963830223769466
575782	56.5	9.812741627907785e-05	0.009812741627907785
705931	3.0	4.24970712435068e-06	0.000424970712435068
657413	1.5	2.2816707305757567e-06	0.00022816707305757568
535204	1.0	1.8684464241672333e-06	0.00018684464241672334
551820	1.0	1.8121851328331702e-06	0.00018121851328331703
986409	10.0	1.0137782603362297e-05	0.0010137782603362297
634805	1.0	1.5752868991265035e-06	0.00015752868991265035
636960	1.0	1.5699572971615171e-06	0.0001569957297161517
1042719	1.0	9.59031148372668e-07	9.59031148372668e-05
1035349	15.0	1.4487868341979371e-05	0.0014487868341979372
595698	13.5	2.2662490053684922e-05	0.0022662490053684922
568684	1.0	1.758445815250649e-06	0.0001758445815250649
462210	5.5	1.189935310789468e-05	0.001189935310789468
703106	3.3333333333333335	4.74086884955232e-06	0.000474086884955232
375958	5.714285714285714	1.5199266179428857e-05	0.0015199266179428857
376375	4.111111111111111	1.0922912284586146e-05	0.0010922912284586147
342384	3.189189189189189	9.314656027119226e-06	0.0009314656027119226
326302	1.0	3.064645635025222e-06	0.0003064645635025222
369638	3.264705882352941	8.832170616530067e-06	0.0008832170616530068
511286	3.942857142857143	7.711646989859185e-06	0.0007711646989859186
390344	3.975609756097561	1.018488757633667e-05	0.0010184887576336669
391299	3.9285714285714284	1.0039819750552463e-05	0.0010039819750552463
344498	1.0	2.902774471840185e-06	0.00029027744718401847
378609	5.415094339622642	1.4302603317994665e-05	0.0014302603317994664
375084	5.176470588235294	1.3800830182666535e-05	0.0013800830182666534
429130	3.3	7.689977396127048e-06	0.0007689977396127048
342180	4.078947368421052	1.1920472758258964e-05	0.0011920472758258963
354477	5.052631578947368	1.4253764218686596e-05	0.0014253764218686595
382973	2.0	5.222300266598429e-06	0.0005222300266598429
373566	2.0	5.353806288580867e-06	0.0005353806288580867
315789	4.921052631578948	1.5583356708368396e-05	0.0015583356708368395
402613	5.473684210526316	1.3595398585058892e-05	0.0013595398585058893
308960	4.4	1.4241325737959607e-05	0.0014241325737959607
290167	5.105263157894737	1.7594223870718368e-05	0.0017594223870718369
308446	11.523809523809524	3.736086551230855e-05	0.0037360865512308552
271200	1.0	3.6873156342182893e-06	0.0003687315634218289
280843	12.36	4.401035453972504e-05	0.004401035453972504
309957	2.2857142857142856	7.374294775450419e-06	0.0007374294775450419
450381	6.775862068965517	1.5044733390097533e-05	0.0015044733390097533
388997	7.96969696969697	2.0487810882081275e-05	0.0020487810882081274
372629	1.5	4.025451588577378e-06	0.0004025451588577378
256796	4.666666666666667	1.817266104871831e-05	0.001817266104871831
341643	4.153846153846154	1.215844069349044e-05	0.0012158440693490439
321804	1.0	3.1074815726342743e-06	0.00031074815726342745
328593	12.488372093023257	3.8005593828910706e-05	0.0038005593828910706
254928	8.75	3.432341680788301e-05	0.003432341680788301
404297	4.894736842105263	1.2106784967747133e-05	0.0012106784967747134
529169	7.542857142857143	1.42541553697536e-05	0.00142541553697536
400794	15.083333333333334	3.7633630576638706e-05	0.0037633630576638707
468947	9.029411764705882	1.9254653009201216e-05	0.0019254653009201216
349598	11.130434782608695	3.183781023520928e-05	0.0031837810235209284
267226	11.0	4.116365922477603e-05	0.004116365922477603
377180	3.727272727272727	9.881946888150822e-06	0.0009881946888150822
249083	5.0	2.0073630075115525e-05	0.0020073630075115524
539723	5.5	1.0190412489369548e-05	0.0010190412489369549
340495	2.0	5.873801377406423e-06	0.0005873801377406423
299524	2.0	6.677261254523845e-06	0.0006677261254523845
333059	4.906976744186046	1.4733055537265309e-05	0.0014733055537265308
226991	10.0	4.405461009467336e-05	0.004405461009467336
419453	5.666666666666667	1.3509658213594054e-05	0.0013509658213594054
297137	3.627906976744186	1.2209542994457728e-05	0.0012209542994457729
318801	2.6666666666666665	8.364674723939594e-06	0.0008364674723939594
345505	2.857142857142857	8.269468914032669e-06	0.0008269468914032669
255556	2.0	7.826073345959398e-06	0.0007826073345959399
342583	1.8333333333333333	5.351501193384766e-06	0.0005351501193384767
302284	4.5	1.4886662873324423e-05	0.0014886662873324424
344302	3.6666666666666665	1.064956540091741e-05	0.001064956540091741
425601	5.05	1.1865573624122124e-05	0.0011865573624122124
318589	1.3333333333333333	4.185120432071833e-06	0.0004185120432071833
287758	5.0	1.7375711535387375e-05	0.0017375711535387375
232518	7.545454545454546	3.24510555976507e-05	0.00324510555976507
394211	2.4444444444444446	6.200852955509726e-06	0.0006200852955509726
78763	3.5	4.443710879473865e-05	0.004443710879473864
255481	2.1666666666666665	8.480735031828851e-06	0.0008480735031828851
324080	2.0	6.171315724512466e-06	0.0006171315724512466
380054	1.0	2.631205039283891e-06	0.00026312050392838913
395457	1.4	3.5402079113531937e-06	0.0003540207911353194
329649	1.0	3.033529602698628e-06	0.0003033529602698628
401645	1.0	2.489760858469544e-06	0.0002489760858469544
338636	4.0	1.1812093221039701e-05	0.0011812093221039701
208652	2.0	9.585338266587428e-06	0.0009585338266587429
342593	1.6666666666666667	4.864859079627041e-06	0.0004864859079627041
355160	1.0	2.8156323910350266e-06	0.00028156323910350265
369901	1.6	4.325481682936786e-06	0.00043254816829367863
40521	2.0	4.9357123466844355e-05	0.004935712346684436
471275	1.0	2.1219033473025304e-06	0.00021219033473025305
341140	1.0	2.931347833733951e-06	0.0002931347833733951
364566	3.0	8.228962656967463e-06	0.0008228962656967463
512386	2.6666666666666665	5.204409696335705e-06	0.0005204409696335704
382147	3.9302325581395348	1.0284609216190458e-05	0.0010284609216190458
421443	1.5	3.559200176536329e-06	0.0003559200176536329
520396	9.041666666666666	1.7374589094971263e-05	0.0017374589094971264
54944	4.0	7.280139778683751e-05	0.007280139778683751
38306	1.0	2.6105570928836212e-05	0.0026105570928836213
35926	1.5555555555555556	4.3298879796124135e-05	0.004329887979612414
83120	1.0	1.203079884504331e-05	0.001203079884504331
25018	1.0	3.9971220721080824e-05	0.003997122072108082
18109	1.0	5.522116074879894e-05	0.0055221160748798945
34055	13.0	0.0003817354279841433	0.03817354279841433
24935	1.0	4.010427110487267e-05	0.004010427110487267
2204	1.0	0.00045372050816696913	0.045372050816696916
3727	1.0	0.00026831231553528306	0.026831231553528307
3999	1.3333333333333333	0.0003334166875052096	0.03334166875052096
4053	1.0	0.0002467308166790032	0.024673081667900318
3314	1.0	0.00030175015087507544	0.030175015087507546
3232	4.0	0.0012376237623762376	0.12376237623762376
2781	1.0	0.0003595828838547285	0.03595828838547285
3910	1.0	0.0002557544757033248	0.025575447570332477
2196	1.0	0.0004553734061930783	0.04553734061930783
2774	1.0	0.0003604902667627974	0.03604902667627974
986	1.0	0.0010141987829614604	0.10141987829614604
2466	3.0	0.0012165450121654502	0.12165450121654502
2909	1.0	0.00034376074252320387	0.034376074252320386
66009	1.0	1.5149449317517309e-05	0.001514944931751731
100398	3.3333333333333335	3.320119258683772e-05	0.003320119258683772
63762	1.0	1.5683322355007686e-05	0.0015683322355007686
107118	3.7777777777777777	3.526744130564217e-05	0.003526744130564217
152093	6.0	3.944954731644454e-05	0.003944954731644454
60049	2.0	3.33061333244517e-05	0.00333061333244517
147209	6.0	4.0758377544851195e-05	0.00407583775448512
80442	2.0	2.486263394744039e-05	0.002486263394744039
45048	1.0	2.2198543775528325e-05	0.0022198543775528326
120448	1.0	8.302337938363443e-06	0.0008302337938363443
49514	3.0	6.05889243446298e-05	0.00605889243446298
61147	8.333333333333334	0.00013628360072175796	0.013628360072175796
70228	1.75	2.49188357919918e-05	0.00249188357919918
